教養科目,英語の歴史,遠藤史,,月３,後期,,2,"普通の英語の授業ではほとんどふれることのない、英語という言語の歴史（英語史）の概略を学ぶことがこの授業の目的である。A.D.700年頃から現在までの英語の歴史をたどりながら、英語の文法・発音・語彙・綴り方などがどのように変化してきたかを概観する。それとともに英語を取り巻く社会的状況の移り変わりを観察する。授業の中では、各時代の英語の短い文章をていねいに読み、単なる説明を超えて、各時代の英語の実態と、それをとりまく社会や文化が感じられるように努めたい。そのことによって受講者は、現代の英語の背後にある広い世界を見ることができるようになるだろう。
合わせて、次の3つの言語学的トピックを紹介し、より一般的な視点からも英語の歴史を検討する：(1)世界にはどのような英語が話されているか、(2)英語と他の言語との相違点、(3)英語の変化を理論的に説明する方法。",英語史の時代区分を知り、各時代の英語の特徴について知識を深めること。英語の変化の要因について理解すること。英語がどのようなタイプの言語なのか理解すること。,授業への参加度(20%)、レポート(80%),担当者がプリントを用意する。,寺沢盾『英語の歴史―過去から未来への物語』中央公論新社、安藤貞雄『英語史入門』開拓社,具体的な言語データを材料として、受講生に自ら考えてもらう機会が多いので、積極的な参加を期待します。,本授業の授業計画に沿って、準備学習と復習を行ってください。さらに、授業内容に関連する課題に関する調査・考察を含めて、毎回の授業ごとに自主的学習を求めます。授業時間の約3倍の授業時間外学修を求めます。,ガイダンス：受講者の確認、授業の進め方と評価について、授業全体の概要,比較言語学から見た英語の系統,古英語とその時代（前半）：英語のあけぼの,古英語とその時代（後半）：ヴァイキングとの接触,古英語のテキストを読む,中英語とその時代（前半）：苦闘する英語,中英語とその時代（後半）：英語の復権と成長,中英語のテキストを読む,近代英語とその時代（前半）：現代の英語の基盤,近代英語とその時代（後半）：世界に広がる英語,近代英語のテキストを読む,英語の地理的方言、世界に話される英語,英語の社会的方言とその多様性
教養科目,心理学概論,米澤好史,,月３,前期,,2,人間の心の機能のおもしろさを様々な心理学の視点から紹介します。みなさんが漠然と持っている心理学への誤解を解きながら、「見る・わかる・覚える・感情・社会的行動・成長」などの不思議に迫っていきます。「へー、こんなのも心理学なのか。」「そうそう人間ってそういうとこあるね。」というような感動的再発見を体験できるような題材を紹介していきたいと思っています。授業方法としては、どうしても講義形式が主となりますが、できるだけ、実際に体験して納得してもらえるようにクイズ・パズル等を取り入れてリアリティ感覚あふれる授業にしたいと思います。題して「出席アトラクション」です。心のテーマパークのような授業を通して、知らず知らずのうちに、人間の心のおもしろさ、不思議さ、いい加減さ、そしてかしこさを実感してもらえれば、この授業は成功であると言えます。そこから、みなさんに、人間について「本当に考える」きっかけをつかんでほしいと思っています。,心理学的な物の見方を身につけ、人間の心の機能への関心を高めることを目標とします。,"成績評価に応じた評価コースを用意しています。各自、自分の責任において、好きなコースを選択してください。ただし各コースの正式名称は授業で公開します。年によって開設されないコースがあるので注意してください。
Ａコース系：出席アトラクション参加を中心としたもの（授業への参加・貢献80％・試験20％）
Ｂコース系：試験を中心としたもの（授業への参加・貢献20％・試験80％）
Ｃコース系：複合系（授業への参加・貢献50％・試験40％・レポート10％等）　","「行動科学への招待－[改訂版]－現代心理学のアブローチ－（米谷淳・米澤好史・尾入正哲・神藤貴昭編）福村出版」(ISBN9784571200793)を教科書として指定します。2012年に改訂しました。
読み物としてもおもしろくわかりやすいものです。授業中にも適宜使用しますが、授業後の復習教材としてもお薦めします。また、試験には必携となりますから、全員必ず購入してください。使い方については授業で説明します。プリント資料も配付します。","「愛着関係の発達の理論と支援（米澤好史編著）金子書房」(ISBN9784760895755)
その他の参考書は授業中に適宜、紹介しますし、教科書にも紹介しています。","同内容で以前開講していた心理学Ｄはグッドレクチャー賞をいただきました。必要なのは知識ではありません。人間に対する興味・関心を持って授業に積極的に参加してほしいと思います。好奇心はきっとあなたの可能性を育てる糧になるでしょう。

自分に合った参加コースを選択してください。そのためには、授業で取り上げた箇所の教科書部分を復習で読む(予習はしないでください。何が起こるかハラハラドキドキが学びに大切ですから)ことで理解を深めてくれるといいと思います。更に授業で取り上げない教科書の部分を読む時間を作ってください。

さあ、君の目の前にあるこの心理学ワールドの扉を開けてみよう！すてきな何かが見つかるかもしれないから・・・。","準備学習は特に必要ありません。新鮮な気持ちで受講してください。授業後に、復習と自主学習をしっかりすることによって学びを深めてください。街や電車や教室で人間観察をして分析したり、自己内省をするのも、学びを深めることにつながります。これらは机に向かわなくてもできますので是非行ってください。目安は授業時間の約2倍です。
",,,,,,,,,,,,,
教養科目,心理学総論,則定百合子,,水４,後期,,2,人間の発達と心の不思議について学ぶ。授業を通して，新しい「自分」と「他者」に気づくことを目標としたい。,人間の心と発達についての理解を深めること。,"授業内でのレポート（20点）と期末試験（80点）により評価を行う。
全体の2/3以上の出席を必要とする。",特になし,授業時間内に適宜紹介する。,"授業内で配布・紹介された資料をしっかりと自分で学習すること。
また，日頃から社会問題・現象等の情報を積極的に取り入れ，授業のテーマと関連づけて理解を深めていくこと。","本授業の授業計画に沿って、準備学習と復習を行ってください。さらに、授業内容に関連する課題に関する調査・考察を含めて、毎回の授業ごとに自主的学習を求めます。目安となる時間：授業の2倍程度
",心理学とは何か（概要）,「私」を知る①―アイデンティティ―,「私」を知る②―不安―,「私」を知る③―対人関係―,印象形成,錯視,「やる気」の心理学,男と女の心理学①―ジェンダー―,男と女の心理学②―恋愛の心理―,ストレスとその対応,思いやりの心理学,「エラー」の心理学①,「エラー」の心理学②
教養科目,西洋美術史,高橋健一,,月２,前期,,2,この授業では、前近代、すなわち18世紀以前の西洋絵画について論じていきます。いまの日本とはまったくことなる文化のなかで創造された作品を、私たちはどのように理解すべきなのでしょうか。まずは、ギリシャ神話、キリスト教そして古代の歴史などからとられた物語はもちろんのこと、美術家たちをとりまく歴史的・思想的状況についても、知っておかなければならないでしょう。哲学、歴史あるいは文学など、ほかの人文科学関連の科目とあわせてとってみるとよいかもしれません。,西洋伝統絵画を見るための基本的な知識を習得することを到達目標とします。,"試験100％。試験は第15回目の授業のなかでおこないます。
",とくにありません。,授業のなかで適宜指示します。,"授業では毎回参考資料をお配りします。受講後はそれをもとに復習に努めてください。また受講者は、近隣の美術館・博物館に積極的に足を運び、作品を観てください。この経験が授業の理解を大きく助けます。
",本授業の授業計画に沿って、準備学習と復習を行ってください。さらに、授業内容に関連する課題に関する調査・考察を含めて、毎回の授業ごとに自主的学習を求めます。授業時間の約2倍の授業時間外学修を求めます。,授業の概要,西洋美術史の流れI,西洋美術史の流れII,神話画I,神話画II,宗教画I（旧約聖書の主題）,宗教画II（新約聖書の主題）,宗教画III（礼拝像、その他の主題）,寓意画,その他の物語・歴史画,肖像画,風景画,風俗画
教養科目,人文地理学,山神達也,,水２,前期,,2,教科としての「地理」は暗記すべき項目が無味乾燥に並んでいるというイメージが強いようだが、その背後には、学問としての「地理学」の研究成果が隠れている。本講義では、はじめにいくつかの事例を取り上げ、「地理」を考えるとはどういうことかを示したのち、①日常生活を地図化することから見えてくる現代社会の諸相、②産業立地や人口移動から捉える日本の姿、③都市空間の変容過程、という３つのテーマについて，基本的な考え方と様々な事例を提示する。その後、それらをもとに、和歌山をどのように理解すればよいかを検討する。高校で「地理」を受講していなくても、地名や特産品などを暗記しなくても、地理を考えるとはどのようなことなのかを理解すること、そして各種社会問題における地理的課題の重要性について意識を高めることが目標である。,地理学の基本的な考え方を身に付けることを通して、地理を考えるとはどういうことか、そして各種社会問題において地理がどのように問題になるのかという点について理解を深める。,"各種提出物30%（授業内での課題、各種レポートなど）
期末試験70%（講義内容の理解度を問う正誤問題と論述問題）",使用しません。資料を配布します。,"人文地理学全般：竹仲克行2015『人文地理学への招待』ミネルヴァ書房
メンタルマップ：中村豊・岡本耕平1993『メンタルマップ入門』古今書院、ケヴィン・リンチ2007『都市のイメージ　新装版』岩波書店
時間地理学：荒井良雄ほか1996『都市の空間と時間』古今書院、宮澤仁2005『地域と福祉の分析法』古今書院
立地論：川端基夫『立地ウォーズ改訂版』新評論2013年、松原宏『現代の立地論』古今書院2013年
都市地理：水内俊雄ほか2008『モダン都市の系譜』ナカニシヤ出版、藤井正・神谷浩夫『よくわかる都市地理学」ミネルヴァ書房
人口関連:石川義孝ほか『地域と人口からみる日本の姿』古今書院、小田切徳美・筒井一伸2016『田園回帰の過去・現在・未来』農文協
地域を歩く:NHK「ブラタモリ」制作班『ブラタモリ』KADOKAWA",本講義では準備学習は不要ですが、各回で紹介する地理学的考え方について復習する時間をとること。また、地理が関係する事象は至る所に存在する。歩いているとき、バス・電車に乗っているとき、新聞・テレビ・インターネットに接しているときに地理的情報を見出し、それらをどう解釈すればよいかを考える機会を設けるようにすること。特に『ブラタモリ』（NHK）などの地域に関わる番組は積極的に視聴すること。そして、それらと講義内容がどう関係するかを考えるようにすること。,上記のとおり、復習に十分な時間をとるとともに、上記の参考文献など関連書籍を読むこと。また、授業内容を念頭に置きながら、風景を眺めたり各種情報（地域に関わるテレビ番組なども含む）に接したりする時間を設けること。加えて、博物館を訪問して、歴史的な観点から地域の成り立ちについて考える機会をつくること。これらの学修活動にあわせて60時間をあてること。,イントロダクション：自分の生活している土地を知る,地理について考えるとは？：加太を事例として,頭の中に地図：メンタルマップの基礎,頭の中の地図：地域を認識することについて考える,あなたの日常を地図にします：時間地理学の基礎,日常生活の地図から社会を読み解く：時間地理学の応用例,モノからヒトへ：立地論からみる日本の地域構造,勝ち続ける東京：人口分布の変化からみる日本,南海電車の車窓から：都市における土地利用パターン,和歌祭について（１）：和歌浦の風景,海が遠い和歌山市：地形図にみる和歌山市の発展,ケタ違い！：和歌山県の人口動態,和歌祭について（２）：和歌祭とは？
教養科目,国際開発論,藤山一郎,,木３,後期,,2,みなさんは、「開発援助」という言葉をご存じですか？一般的には、貧困や飢餓で困っている国や人々に支援の手をさしのべるイメージです。でも、なぜ私達は他国の貧困を助けなければならないのでしょうか？果たして援助は本当に貧困国の住民に役立っているのでしょうか？日本の国際協力やODA（政府開発援助）はどうあるべきでしょうか。実は、開発援助という行為には現在の国際政治経済の動向と密接な関係があります。本講義では、国際関係の視点から開発援助の実態を考えていきます。受講者のみなさんに調べてもらいプレゼンしていただいたり、講義のなかで作業してもらいながら講義をすすめます。,"（１）国際開発や国際協力に対する体系的な知識を得る。
（２）基本的な援助の仕組み・プロセスを理解する。
（３）日本および国際機関・主要国の国際協力動向を理解する。
（４）以上を経て、国際社会やグローバルな課題に意識をもつ。",①平常点（毎回のコメントシート提出）30％②平常点（授業内プレゼンテーションおよび議論への貢献度合い）40%　③期末レポート30％,テキストは使用しません。パワーポイントによる資料を講義前にアップします（紙媒体の配布はおこないません）。,講義時に適宜指示します。,"評価割合が示すように、授業への参加（毎回のコメントシート提出）と貢献（プレゼンと議論参加）が求められますので、欠席可能性について登録前に十分考えること。
また、議論時以外の他の受講生の迷惑になる私語は厳禁とします。",本授業の授業計画に沿って、準備学習をおこなうこと。さらに、授業内容に関連して提示する課題について毎回の授業ごとに授業の2倍程度の自主的学習が必要となります。,授業の概要と導入/開発の動向,誰のための協力？,ODAとその批判点,援助の手段,貧困の解決をめぐって～援助論の変遷Ⅰ,貧困の解決をめぐって～援助論の変遷Ⅱ,貧困の解決をめぐって～援助論の変遷Ⅲ,貧困の解決をめぐって～ロール・プレイ,参加型開発①～体験してみよう（理論編）,参加型開発②～体験してみよう（実践編）,参加型開発③～体験してみよう（実践編）,開発の課題①～プレゼンテーション,開発の課題②～プレゼンテーション
教養科目,ASEANと日本,藤山一郎,,木３,前期,,2,"東南アジアは過去から現在に至るまで隣接する大国に影響を受けながら、ダイナミックな動きをみせてきました。それではどのような道を歩んできたのでしょうか？あるいは、現代国際社会の中で、どのような位置を目指そうとしているのでしょうか？
本講義では、まず東南アジア地域の道程（歴史）をおさえた上で、東南アジアと日本を含む周辺諸国とのかかわりを考えていきます。また、東南アジアを理解するには宗教の視点も重要になります。学外からイスラム教、キリスト教の専門家を招いての講義も予定しています。本学で実施しているベトナム、タイ、インドネシアの各プログラムの参加希望者には受講を推奨します。","（１）東南アジアにおけるおおよその歴史を理解する。
（２）東南アジア諸国の政治経済構造について理解する。
（３）東南アジアをめぐる国際関係について理解する。
（４）以上を経て、今後の日本を含めた東・東南アジアの展望を得る。","①8回目～9回目の各講義におけるレポート作成　1回あたり20%　合計40%
②期末レポート　60％",テキストは使用しません。パワーポイントによる資料を講義前にアップします（紙媒体の配布はおこないません）。,"「東南アジア政治学」、山本信人他、成文堂、ISBN4792331323
「開発と政治」、岩崎育夫編、アジア経済研究所、ISBN4258044407
「アジア地域統合の展開」、松岡俊二編著、勁草書房、ISBN9784326546251
「ASEAN経済統合の実態」、浦田秀次郎他編著、文眞堂、ISBN9784830948688",「成績評価の方法」にあるとおり、期末レポートだけでは合格できません。8～9回目頃に行われるレポートも期限内に必ず提出することが求められます（ゲストスピーカーの都合により日程変更の可能性があります）。また、他の受講生の迷惑になる私語は厳禁です。,本授業の授業計画に沿って、準備学習をおこなうこと。さらに、授業内容に関連して提示する課題について毎回の授業ごとに授業の2倍程度の自主的学習が必要となります。,授業の概要と導入/東南アジア入門,東南アジアの全般的構造,歴史的形成：植民地下の東南アジア,歴史的形成：東西冷戦下の東南アジア,上からの国家建設,開発体制と民主化,東南アジア民主化の諸様相,イスラム教への眼差し,キリスト教への眼差し,日本と東南アジアⅠ,日本と東南アジアⅡ,東南アジアの地域主義Ⅰ,東南アジアの地域主義Ⅱ
教養科目,国際協力論,藤山一郎,,水３,前期,,2,国際協力というキーワードを中心に、日本と途上国・新興国との今後の関係について理解を深めます。「国際協力」をみれば現在の国際関係の動向もみえてきます。不安定な現代世界において、国際協力の意義はどこにあるのか？現代世界が抱える課題も取り上げながら考察していきたいと思います。,国際協力に関する体系的な知識を得る。国際協力の現状と課題について正確な知識を得たうえで考察を深める。,"中間レポート40%
期末レポート60%
※中間レポート未提出は、単位取得が極めて困難です。",テキストは使用しない。,講義中に随時紹介する。,日頃から国際協力や開発問題に関する情報を新聞や本、ネット等から仕入れておくことが望まれます。他の受講生の迷惑になる私語は厳禁です。,本授業の授業計画に沿って、準備学習をおこなうこと。さらに、授業内容に関連して提示する課題について毎回の授業ごとに授業の2倍程度の自主的学習が必要となります。,イントロダクション・今後の進め方について,国際協力の基本的コンセプト,国際協力に対する批判的検討,国際協力の変遷(1),国際協力の変遷(2),社会開発と国際協力,インフラと国際協力,食糧と国際協力,教育と国際協力,保健衛生と国際協力,環境と国際協力,国際協力の担い手（1）,国際協力の担い手（2）
教養科目,中国文化史,瀧野邦雄,,火３,後期,,2,この講義では、『史記』を題材として、中国の人たちの考え方をお話ししたいと思っています。『史記』は、日本でも非常に有名な歴史書で、いろいろな人たちによって紹介されています。ただ、そうした紹介は、どうしても日本的なフィルターを通しての理解となっています。そこで、日本的なフィルターがどのようなものなのかを検討したいと思います。そうすることで、現代においてもよくみられる、日本人の対中国観の特徴を理解していただけるのではないかと考えています。,『史記』を通して中国的な思惟方法を理解すること。,学年末試験・授業態度による。,プリント使用。,授業中に指示する。,受講生の皆さんに『史記』の原文を読み下しで読んでもらいたいと思っています。かなりの時間を使って予習してきてください。,本授業の授業計画に沿って、授業の2倍程度の準備学習と復習を行ってください。さらに、授業内容に関連する課題に関する調査・考察を含めて、毎回の授業ごとに自主的学習を求めます。,,,,,,,,,,,,,
教養科目,ヨーロッパ諸言語概説,"遠藤史,高橋健一,千田まや,兵頭俊樹",,金２,前期,,2,ヨーロッパの諸言語の概論に続き、ドイツ語、ラテン語、フランス語、イタリア語等を中心に、ヨーロッパの諸言語の特徴を概観し、その歴史的発達と社会的状況についても知見を深める。,ヨーロッパの諸言語についての基本的な知識を習得すること。英語について歴史的・言語学的な視野からの基本的理解を得ること。,授業への参加度(20%)、試験(80%),なし（プリント配布）,授業中に担当者が適宜紹介する。,授業で扱うトピックが多彩であり、それぞれの言語の特徴も異なるので、必ずすべての授業に出席し、それぞれの回の配布資料を受け取り、必ず保管して復習してください。授業中紹介された参考書や語学の本も積極的に利用してください。必要に応じて発音練習などの実践的活動を行うこともあります。,本授業の授業計画に沿って、準備学習と復習を行ってください。さらに、授業内容に関連する課題に関する調査・考察を含めて、毎回の授業ごとに授業の2倍程度の自主的学習を求めます。,ヨーロッパの諸言語についての概論（１）,ヨーロッパの諸言語についての概論（２）,公用語について,ドイツ語（１）,ドイツ語（２）,イタリア語（１）,イタリア語（２）,国際音声記号について,ラテン語（１）,ラテン語（２）,フランス語（１）,フランス語（２）,フィンランド語
