システム工学研究科,化合物半導体物性特論,宇野和行,1年,時間外,後期,選択,1,シリコンLSIの製造には、かつてはシリコンと数種類の不純物が用いられていた程度であったが、現在ではさまざまな化合物を導入しないと要求されている性能を出すことはできない。また、光素子用材料や超高速デバイス材料、センサデバイスにもかつては使われなかったような材料が積極的に用いられている。このような状況下では、固体物性に関する普遍的な基礎的知識の重要性が増している。この講義では、先端デバイス材料の物性、評価、製造に関する基礎的事項を解説していく。,半導体材料を実現している物理モデルを理解し、それがどのように実現されているかを「絵に描いて説明」でき、定量・半定量的議論ができるようになること。,筆記試験と講義中に行う演習によって行う。,資料を配布して解説を行う。,"・応用物理学会の「基礎講座」（会員はバックナンバーのダウンロードができる）
・応用物理学会の学会誌（月刊誌）",関数電卓（スマホの関数電卓アプリでも可）を持参すること。授業連絡や教材等はMoodleに掲載していく。提出物はMoodle経由で行うこと（手書きの場合はスキャンするなどしてデジタル化して提出）。,授業で用いる資料を事前にアップロードしておく。資料は学会誌の解説記事や英語文献なので、予習としてひととおり読んでから講義に臨むこと。内容について簡単な演習も課すので，3時間前後の予習が必要であると考えてほしい。これらの指示はMoodleに掲載する。,,,,,,,,,,,,,
システム工学研究科,物理有機化学,奥野恒久,1年,時間外,前期,選択,1,機能性を示す有機化合物が種々のデバイスの中で用いられています。有望な機能をもつ分子を合成するためには、まず分子を設計する必要があります。近年、量子化学計算が普及し、容易に計算機実験を行えるようになりました。但しその基本となるのは、化学結合です。講義の前半では分子軌道の理解を深めるべく、３原子分子程度までの分子の分子軌道を再確認します。その理解の元に、光と分子との相互作用、ならびに有機光デバイスの根幹となる概念を講義していきます。,化学結合ならびに分子の電子状態と、反応性や諸物性とを関連付けて考えられるようになれば可の単位認定を行う。更に反応性、固体物性、有機デバイスに関して、理解の上で説明できるようになれば、程度に応じて、良や優の評価を与える。,試験とレポートとから、総合的に判断する。,「固体有機化学」　小林啓二、林直人著、化学同人、ISBN978-4-7598-1143-8,「基礎量子化学」　友田修司著、東京大学出版、ISBN978-4-13-062504-3,レポート課題として、英文の学術論文を読んでもらう予定にしています。日頃の研究活動においても学術論文を読むように心がけてください。,"本授業の授業計画に沿って、準備学習2時間と復習2時間を行ってください。
さらに、授業内容に関連する課題に関する調査・考察を含めて、毎回の授業ごとに自主的学修を求めます。Moodle上でスライドを事前に公開します。予習に活用してください。
演習課題をMoodle上に準備しますので、講義終了後に演習してください。",,,,,,,,,,,,,
システム工学研究科,MEMS工学,幹浩文,1年,金４,前期,選択,2,"MEMS(MicroElectroMechanicalSystems)技術は，エレクトロニクス，メカトロニクス，情報通信などの幅広い産業分野を支える重要な基盤技術である．本講義では，MEMS技術を基礎から応用まで俯瞰的に把握し，構成する多くの要素技術を理解し，当分野の専門家としてさらなる深い技術へと進むための入り口としての基本知識について,微細加工技術を中心に系統的に論じる．また，関連する最先端の研究トピックスの紹介を交えて講義する．","本講義では，以下の内容を到達目標とする：
（１）MEMSの歴史，現状課題と将来展望を理解していること
（２）マイクロマシニング技術の基礎知識と基本手法を習得できていること
（３）講義中に与えられるMEMSの個別課題例を，本講義で学んだ基本知識と基本手法を駆使して，課題解決基本方針の提示・提案ができること。",平常点（10％）＋レポート（90％）,特に指定はないが，講義資料をwebで確認できるようにする。,"講義中に適宜紹介するが，例として次のものがある：
１．AnIntroductiontoMicroelectromechanicalSystemsEngineering,NadimMaluf,AHISBN0-89006-581-0
２．マイクロマシニングとマイクロメカトロニクス，江刺正喜　他　(共著）　培風館　ISBN4-563-0340-3
３．MEMS/NEMS工学全集，桑野博喜　監修　テクノシステム　　ISBN978-4-924728-59-2
４．微細加工技術（基礎編），高分子学会編　　NTSISBN4-86043-006-9
５．微細加工技術（応用編），高分子学会編　　NTSISBN4-86043-026-3",毎回の受講内容を復習し，次回の授業までに十分理解しておく。,毎回３～４時間の授業外時間を利用して，授業内容を十分に復習する。また，文献・記事などの情報収集を通じて，関連する最先端技術を理解し，最新研究・技術動向を察知し視野を広げる習慣を身に付ける。,MEMS工学の概説,"MEMSプロセス基盤技術（I）
リソグラフイ技術","予備知識（１）
身の回りのものつくり技術","予備知識（２）
従来機械加工技術と精密・マイクロ加工技術","MEMSプロセス基盤技術（II)
エッチング技術A（湿式エッチング）","MEMSプロセス基盤技術（III）
エッチング技術B（ドライエッチング）","MEMSプロセス基盤技術（IV）
a.薄膜形成技術
b.めっき技術","MEMSプロセス基盤技術（V）
立体加工技術（１）
a.　LIGAプロセスによるマイクロ加工（厚膜プロセス）
b.　LIGA-Likeプロセス","MEMSプロセス基盤技術（V）
立体加工技術（２）
c.　マイクロ光造形
d.　3Dプリンターによる立体構造","MEMSプロセス基盤技術（VI）
マイクロ電気加工・ビーム加工","MEMSプロセス基盤技術（VII）
複合プロセス",MEMS用材料について,"マイクロマシン基本要素（I）
マイクロセンサ"
システム工学研究科,半導体工学特論,田中一郎,1年,時間外,後期,選択,1,社会で扱われる情報量の急激な増加によって、それを処理・記録する半導体デバイスの重要性はますます高まっている。ここでは、基本となるシリコントランジスタの動作原理から始まり、物性とデバイス特性の関係や大規模集積回路素子について学ぶ。,デバイス動作原理の正しい理解に基づき、材料物性とデバイス特性の関係や近年の半導体技術の進展についての理解を深める。,試験の成績により評価する。,"新版基礎半導体工学・國岡章夫、上村喜一・朝倉書店・425422138X
プリントも配布します。",半導体デバイス入門・柴田直・松晃堂・9784785612290,学部の専門科目である半導体工学で取り上げなかった事項やより進んだ内容を学びます。基礎事項の復習も必要です。,本授業の授業計画に沿って、予め教科書及びプリントの予習をして分からないことや疑問点を整理して下さい。また、復習のために章末の演習問題を解いてください。,エレクトロニクスの歴史とトランジスタの発明,バンド構造とpn接合,バイポーラトランジスタのベース接地回路,エミッタ接地回路の電流増幅率,ベース領域の解析,エミッタ注入効率の向上とヘテロバイポーラトランジスタ,MOSトランジスタの動作原理、微細化とムーアの法則,まとめと試験,,,,,
システム工学研究科,経営情報システムA,安田勝也,1年,木１,後期,選択,1,"企業経営において避けては通れなくなったIT活用。それはインターネットの普及などから多くの業種業態で利用されるようになった。そこで企業経営の中における情報システムの在り方とその活用方法について事例を交えながら講義を行う。また、今後の経営情報システムの方向性など講義の中でディスカッションしたいと考えている。この授業では経営情報システム(MIS:ManagementInformationSystem)の構成要素やアーキテクチャを解説するのではなく、システムが扱う情報をいかに企業経営に生かすかという問題意識に基づいて講義し議論する。
ITの活用は企業経営にとって目的ではなく手段である。システム開発にあたっては手段を実現するための技術に加えて企業の課題発見や解決策の提案、情報システムへの落とし込みなど様々な場面における実践的なノウハウが必要になることが多い。この講義を通して技術的な要素以外のこうしたスキルの習得を目指す。
この科目は、担当教員の経営コンサルタントとしての実務経験を活かした経営に関する実務的な内容を含む。",経営における多様なIT活用の方法・事例を知り、システム開発や運用にあたり必要な課題発見・解決策提案能力、その他ビジネスシーンに必要なスキルの習得を目指す。,試験80%，授業期間内のレポート20%,使用しない,授業中に適宜指示する,,授業計画に沿って計30時間の授業時間外学修（予習・復習など）を行うことが必要である．また，授業内容に関連する課題の調査・考察を含めた自主的学修を求める,経営情報システム概要,技術者倫理,企業におけるIT活用の実態,販売管理システム,在庫管理システム,会計管理システム,顧客管理システム,まとめと復習,,,,,
システム工学研究科,経営情報システムB,安田勝也,1年,時間外,後期,選択,1,"企業経営において避けては通れなくなったIT活用。それはインターネットの普及などから多くの業種業態で利用されるようになった。そこで企業経営の中における情報システムの在り方とその活用方法について事例を交えながら講義を行う。また、今後の経営情報システムの方向性など講義の中でディスカッションしたいと考えている。この授業では経営情報システム(MIS:ManagementInformationSystem)の構成要素やアーキテクチャを解説するのではなく、システムが扱う情報をいかに企業経営に生かすかという問題意識に基づいて講義し議論する。
ITの活用は企業経営にとって目的ではなく手段である。システム開発にあたっては手段を実現するための技術に加えて企業の課題発見や解決策の提案、情報システムへの落とし込みなど様々な場面における実践的なノウハウが必要になることが多い。この講義を通して技術的な要素以外のこうしたスキルの習得を目指す。
この科目は、担当教員の経営コンサルタントとしての実務経験を活かした経営に関する実務的な内容を含む。",経営における多様なIT活用の方法・事例を知り、システム開発や運用にあたり必要な課題発見・解決策提案能力、その他ビジネスシーンに必要なスキルの習得を目指す。,試験80%，授業期間内のレポート20%,使用しない,授業中に適宜指示する,,授業計画に沿って計30時間の授業時間外学修（予習・復習など）を行うことが必要である．また，授業内容に関連する課題の調査・考察を含めた自主的学修を求める,生産管理システム・営業支援システム,事例ワークショップ１　要求獲得・ヒアリング能力,事例ワークショップ２　提案能力とユーザビリティ,ネットショップ・ＥＣ・グループウェア,ＥＲＭとＳＣＭ,課題発見・解決策提案能力,プレゼンテーション能力,まとめと復習,,,,,
システム工学研究科,スキル学習支援システム論,曽我真人,1年,時間外,前期,選択,1,"人間は，日々の生活で様々な対象に対してインタラクションを行っている．そのインタラクションには，スキルレベルから知識レベルまで様々な質のインタラクションがある．そのようなインタラクションの本質を明らかにし，それを円滑に行うために，コンピュータを使ってどのような支援ができるかを考える問題解決能力を養うのが本講義の究極の目標である．
具体的には，インタラクションを理解するときに基本となるモデルを講義した後，スキルの学習とその支援方法について講義を行う．これらは，主に人間を対象とした内容の講義であり，最先端の技術の詳細の講義は少ない．このため，本講義で学ぶ内容は，未来においても陳腐化することは少なく，学んだ内容は，様々な場面で応用が可能となるので，意義深い講義であると考えている",基礎理論としてのノーマンの7段階モデル，ラスムッセンの3層モデルを修得し，スキル学習支援の基礎となるインタラクションのサイクルについて学習する。そして，そのモデルを元に，スキル学習支援システムの設計を考える力を養う。,"昨年度は，他の授業と同じ時間帯での開講で，受講者が少なかったことから，試験とグループワーク発表会の両方を行った．今年度は，試験と発表会の両方を行うか，どちらか一方のみを行うか，受講者数との兼ね合いや，授業を進めながら，決める予定である。試験を行う場合は試験結果を，また，グループワークを行った場合，そのPPTや発表会の評点を成績に加える．また，宿題としての課題を課した場合には，未提出者は総合成績から減点を行う．ただし，毎時間の最後の10分程度を使って行う小課題は，出席調査が目的であるので，成績には加えない．
３回までの欠席は単位取得の最低資格があるものとし，４回以上の欠席では単位を取得することはできない．

",・教科書はなく、担当教員が作成した，穴埋め方式の講義プリントを使用する．初回は，教員が配布するが，履修登録期間が終わり，履修者が確定した後は，学内のMoodle上にアップロードするので，各自，プリントアウトして授業に持参すること．,,"３回までの欠席は単位取得の最低資格があるものとし，４回以上の欠席では単位を取得することはできない．

原則として，学会発表などによる欠席，軽微な病気による欠席もこの欠席回数に含める．そのため，単位取得の最低資格を維持できる欠席回数を，学部のクォータ制の授業に比べて1回多く設定している．学会発表毎に各履修院生から特別救済措置申請を受け付けるのは，教員側の事務的作業が非常に多くなるので，あらかじめ，学会発表のための欠席として，全員に１回分多く設定しているという考えである．
学会などで授業を休むことがわかっているなら，他の日に努めて授業に出席するよう努力すべきである．","グループ演習とその発表会を行う場合には，グループで授業時間外での打合せとPPT作成が必要になる．
反転授業を実施する場合にも，予習としてビデオ視聴が必要になる．
宿題としての課題を課す場合には，授業時間外での課題解答作成が必要となる．
1コマあたり，４時間の授業時間外学習が必要である．",認識、思考、行動からみた様々なレベルのインタラクション，ノーマンの7段階モデル,ラスムッセンの3階層モデル,スキルの測定とセンサ，スキルと脳科学、スキル学習支援,スキルの測定とセンサ，スキルと脳科学、スキル学習支援,グループワーク,スキルの分析と動的計画法（DPマッチング）,グループワークの発表会,まとめと試験,,,,,
システム工学研究科,形式知インタラクション支援論,曽我真人,1年,月２,後期,選択,1,形式知において，知識の分類，推論の分類について学習した後，ドメインとタスクの考え方を学ぶ。個々のタスクについて，詳細に学習し，その支援法についても学ぶ。さらに，形式知の学習とその支援方法についても学ぶ．これは，現代風に言えば，教師の代わりとなる人工知能の設計方法論とも言える。これらは，主に人間を対象とした内容の講義であり，最先端の技術の詳細の講義は少ない．このため，本講義で学ぶ内容は，未来においても陳腐化することは少なく，学んだ内容は，様々な場面で応用が可能となるので，意義深い講義であると考えている．,知識の分類や，推論の分類，ドメインとタスクの考え方などの形式知の基礎理論を学び，それらを基礎として，様々な学習支援環境の形態を学ぶことを目標とする。,"受講者数と，時間数的な制約から，試験とグループ演習発表会の両方を行うか，どちらか一方のみを行うか，授業を進めながら，決める予定である。試験を行う場合は試験結果を，また，グループワークを行った場合，そのPPTや発表会の評点を成績に加える．宿題としての課題を課した場合，未提出者は総合成績から減点を行う．ただし，毎時間の最後の10分程度を使って行う小課題は，出席調査が目的であるので，成績には加えない．
",・教科書はなく、担当教員が作成した，穴埋め方式の講義プリントを使用する．初回は，教員が配布するが，履修登録期間が終わり，履修者が確定した後は，学内のMoodle上にアップロードするので，各自，プリントアウトして授業に持参すること．,,"３回までの欠席は単位取得の最低資格があるものとし，４回以上の欠席では単位を取得することはできない．
原則として，学会発表などによる欠席，軽微な病気による欠席もこの欠席回数に含める．そのため，単位取得の最低資格を維持できる欠席回数を，学部のクォータ制の授業に比べて1回多く設定している．学会発表毎に各履修院生から特別救済措置申請を受け付けるのは，教員側の事務的作業が非常に多くなるので，あらかじめ，学会発表のための欠席として，全員に１回分多く設定しているという考えである．
学会などで授業を休むことがわかっているなら，他の日に努めて授業に出席するよう努力すべきである．
","グループ演習とその発表会を行う場合には，グループで授業時間外での打合せとPPT作成が必要になる．
反転授業を取り入れた場合も，予習としてビデオ視聴が必要となる．
宿題としての課題を課した場合は，授業時間外での課題解答作成が必要となる．
1コマあたり，４時間の授業時間外学習が必要である．
",知識の分類，推論の分類,ドメインとタスク，分類型タスク,合成型タスク，複合型タスク,伝統的CAI，知的学習支援システム（ITS）,"インタラクティブ学習支援環境（ILE）,協調型学習支援環境（CLE)，ユビキタス学習支援環境（ULE）",学習支援環境の評価,グループ演習発表会,まとめと試験,,,,,
システム工学研究科,ゲームグラフィックス特論A,床井浩平,1年,火２,前期,選択,1,"3次元コンピュータグラフィックスの理論と実装方法のうち,特に3Dゲームなどのインタラクティブなアプリケーションを実現する上で必要になるリアルタイムレンダリングの技術の学習を通して,現在のCGシステムで用いられている各種の技術や考え方を理解し,それを応用したシステムを実装するための知識とノウハウを習得します.学部科目の「コンピュータグラフィックス」に続く発展的な内容であり,教科書的な内容にとどまらず現実のシステムで応用されている技術の具体的な内容の一端に触れることを目指します.ゲームグラフィックス特論Aではグラフィックスハードウェアの基本的な構造とコンピュータグラフィックスの基礎的な理論，およびそれらに基づくグラフィックスプログラミングについて解説します．
",CGシステムの構成や座標変換・隠面消去・陰影付けなどの基本技術，およびそれらのグラフィックスハードウェアを用いた実装に対する理解をもって合格とします.,"宿題40%,期末テスト60%とします.宿題は(未提出-0,期限遅れ-2,出した-3,動いた-4,頑張った-5)という評価を行います.",特に指定しません.講義資料を用意します.,"・TomasAkenine-Moller,EricHaines,NatyHoffman,""Real-TimeRendering(3rd.Ed.),""AKPeters
・DaveShreiner,""OpenGLProgrammingGuide(7th.Ed.),""AddisonWesley
・RandiJ.Rost,BillLicea-Kane,""OpenGLShadingLanguage(3rd.Ed.),""AddisonWesley","数学にプログラミングを複合した内容であり,多少難解な部分があるかも知れません.自分で実装しなければ理解できない部分もあると思いますので,講義で課す宿題を含め,自分で積極的に試してみる必要があります.使い物になる能力を身に付けることを目標にします.","本授業の授業計画に沿って，毎回１．５時間の準備学習と３時間の復習および宿題を行ってください．宿題は実際にプログラミングを行うものを課します．自宅で学習する場合は，OpenGL3.2以降が動作するパソコンが必要になります．開発環境は，Windows10の場合はVisualStudio2017(CommunityEditionで構いません)に「C++によるデスクトップ開発」ワークロードをインストールしたもの，macOSでは10.12(Sierra)以降でXcode8をインストールしたもの，Linuxではg++4.9.3以降，GLFW3.2.1以降，およびOpenGL(GLX)のドライバがインストールされている必要があります．詳しくはhttp://marina.sys.wakayama-u.ac.jp/~tokoi/GLFWdraft.pdfを参照してください．
",,,,,,,,,,,,,
システム工学研究科,ゲームグラフィックス特論B,床井浩平,1年,時間外,前期,選択,1,"3次元コンピュータグラフィックスの理論と実装方法のうち,特に3Dゲームなどのインタラクティブなアプリケーションを実現する上で必要になるリアルタイムレンダリングの技術の学習を通して,現在のCGシステムで用いられている各種の技術や考え方を理解し,それを応用したシステムを実装するための知識とノウハウを習得します.学部科目の「コンピュータグラフィックス」に続く発展的な内容であり,教科書的な内容にとどまらず現実のシステムで応用されている技術の具体的な内容の一端に触れることを目指します.ゲームグラフィックス特論Bではゲームグラフィックス特論Aで学習した内容を下敷きに，テクスチャマッピングをもとにした近年のリアルタイムレンダリング技術について解説します．",テクスチャマッピングやそれを用いたいくつかのレンダリング技法，環境による照明や大域照明，影の取り扱い，遅延レンダリング，およびジオメトリシェーダなどのリアルタイムレンダリング技術の実装に対する理解をもって合格とします.,"宿題40%,期末テスト60%とします.宿題は(未提出-0,期限遅れ-2,出した-3,動いた-4,頑張った-5)という評価を行います.",特に指定しません.講義資料を用意します.,"・TomasAkenine-Moller,EricHaines,NatyHoffman,""Real-TimeRendering(3rd.Ed.),""AKPeters
・DaveShreiner,""OpenGLProgrammingGuide(7th.Ed.),""AddisonWesley
・RandiJ.Rost,BillLicea-Kane,""OpenGLShadingLanguage(3rd.Ed.),""AddisonWesley","数学にプログラミングを複合した内容であり,多少難解な部分があるかも知れません.自分で実装しなければ理解できない部分もあると思いますので,講義で課す宿題を含め,自分で積極的に試してみる必要があります.使い物になる能力を身に付けることを目標にします.","本授業の授業計画に沿って，毎回１．５時間の準備学習と３時間の復習および宿題を行ってください．宿題は実際にプログラミングを行うものを課します．自宅で学習する場合は，OpenGL3.2以降が動作するパソコンが必要になります．開発環境は，Windows10の場合はVisualStudio2017(CommunityEditionで構いません)に「C++によるデスクトップ開発」ワークロードをインストールしたもの，macOSでは10.12(Sierra)以降でXcode8をインストールしたもの，Linuxではg++4.9.3以降，GLFW3.2.1以降，およびOpenGL(GLX)のドライバがインストールされている必要があります．詳しくはhttp://marina.sys.wakayama-u.ac.jp/~tokoi/GLFWdraft.pdfを参照してください．
",,,,,,,,,,,,,
